driver,opponent,gap,speed_delta,tyre_delta,drs,opponent_weakness,pressure_level,corner_factor,success
SAI,VER,1.176912406973387,-4.697422080597314,15,0,0.46022598706522067,0.6518329978502929,0.6883827106665982,0
NOR,VER,0.9745289963959692,-4.774038273017696,2,0,0.5248875970700221,0.8563958884476002,0.8936598116730851,0
VER,SAI,0.6347154955140543,3.9257335992503046,9,1,0.6965741329638299,0.6056960975325212,0.6033174671762553,1
VER,NOR,0.3879621670737771,18.15485171079455,15,1,0.7607527352895347,0.4482341793501073,0.3962344531530542,1
NOR,HAM,0.269940985423169,0.7169194900902193,6,0,0.657249121715237,0.5201231152893028,0.28092127984169474,0
NOR,VER,0.9610181552544133,10.859092221792178,-2,1,0.8392583910765465,0.25970304612793405,0.7982641873226562,1
NOR,NOR,1.184487292892903,0.5518967673330144,-7,1,0.7562592705177608,0.70043533100299,0.7516521696908023,0
LEC,NOR,1.0014659549575828,3.0417497414887156,12,1,0.5494910318476148,0.6971358640078793,0.2871382566235079,1
VER,HAM,0.8424229865488216,16.2010522400371,17,0,0.6371248581149895,0.21641384030993996,0.2605056721172588,0
LEC,SAI,0.15873171280429077,13.221536056748672,3,1,0.8410466215369569,0.8023827059997273,0.6721094214489405,1
NOR,LEC,1.4558842886321373,-2.6150180671697343,8,0,0.5953344353944467,0.31535179157864424,0.3519616495350076,0
VER,LEC,1.2181998683164044,5.71755052466084,15,0,0.7598455583838646,0.885804848749292,0.3451190386895663,0
LEC,NOR,0.5099508513813507,-4.270755908868388,17,1,0.6510484028719897,0.4063224112297967,0.2218321976541242,0
LEC,HAM,1.4719584611023908,7.022253665075225,-8,1,0.5415490888483733,0.24230724698759973,0.3111804157678639,0
NOR,LEC,0.9426342254908509,11.560850292526702,3,0,0.29347055633228253,0.3813760890765219,0.4420060460741197,0
VER,NOR,0.915391721490145,-2.037434410046211,-3,1,0.4407980155747425,0.45214426295775456,0.6862706698179325,0
NOR,SAI,1.147302451201345,2.222123472729142,13,1,0.8741942598669725,0.15544621843063589,0.36904647553099984,0
VER,LEC,1.2364777033261924,4.945915637553923,16,0,0.62621230661808,0.5625747049786316,0.3628834715838742,0
SAI,NOR,1.0190700502641037,17.988275616401243,17,0,0.5515163042711917,0.5781059518951203,0.3279306020419487,0
HAM,NOR,0.27933404491268005,19.831375385574102,-10,0,0.846365300422582,0.6911443642795778,0.48262693400883444,1
HAM,VER,0.5735745083922977,-3.8772175251096037,-1,0,0.569209424829959,0.12333591383259464,0.24450935835305226,0
HAM,SAI,1.3993170964564696,14.025198087384801,7,1,0.5208660147339224,0.5329905715470641,0.48850458722570045,0
NOR,VER,0.4144618565813927,4.293101660058581,5,1,0.7074486841201643,0.1423259466165315,0.663340444955752,0
SAI,HAM,0.6210338333725186,4.811454655737001,-3,0,0.6701324951892356,0.6609153759733228,0.12383240322609775,0
VER,VER,0.7049076361218743,13.856624333675567,-10,0,0.2545280067267462,0.1445823885607876,0.1078235042446095,0
LEC,VER,0.715166985572233,17.960660803635218,1,0,0.47704661965929696,0.8293822786733062,0.1600983281236074,0
VER,LEC,0.9581154154923357,18.77321486256371,-3,1,0.47801235425566824,0.6616660535075973,0.5285280493824897,1
LEC,NOR,1.4203061728425905,9.428064650958019,13,0,0.40257961219467586,0.5059118120681257,0.7835640665483228,0
VER,SAI,0.43696979656550694,3.9280289825125703,5,1,0.5138347857218025,0.45320313862494,0.10390757281620155,1
SAI,VER,0.2701019268212853,14.688727146469482,7,0,0.4304859181817154,0.20453810433060993,0.8493290436677449,0
LEC,SAI,0.37645868580391223,1.2750345815575064,-7,0,0.2594763915769465,0.3327995116517305,0.18502280925642867,0
NOR,VER,1.3416948602929772,9.101850720837945,-5,0,0.4298931898197449,0.795167284016717,0.7735868224465811,0
VER,HAM,1.0041351377172885,3.964461538121829,1,1,0.15782155805854128,0.8235622492499952,0.48628381198635745,0
VER,VER,0.5002695049348241,11.415776842696902,16,1,0.5606286902195293,0.10059816669642485,0.6274859098230752,1
LEC,LEC,1.242325714556064,1.0099728223376725,-2,1,0.7829236391528895,0.575309113182041,0.508546387557746,0
NOR,NOR,1.3059179949088104,-0.21017635662935574,4,0,0.6802296674836442,0.675440487220091,0.4816385801434837,0
NOR,HAM,1.285120074166389,17.955977166885926,5,1,0.388315232043289,0.5949975859660851,0.7679195426915132,1
SAI,VER,1.3864971470953762,-2.4549079262615776,13,1,0.16965696446184655,0.1653438118930832,0.7047091036542531,0
NOR,SAI,0.4531374282427062,7.648947693373291,1,0,0.2617195193802166,0.2741799190391218,0.48672178921840337,0
NOR,HAM,1.1570587002447896,0.521319574075223,13,0,0.5363922723958686,0.30027221390510883,0.1893087435168493,0
NOR,HAM,0.744755296183796,-4.0267509168583135,12,1,0.2656456667064263,0.7653797050440718,0.19232236745152653,0
HAM,VER,1.278797974046086,-4.099529542714341,3,1,0.535178489027974,0.47055954904713637,0.7412315685752604,0
SAI,HAM,1.1198869480262583,-0.6194556973543164,2,1,0.28527921981111914,0.4894625695529895,0.5235124970780268,0
VER,SAI,1.1870264250996145,16.669258862650008,14,1,0.7791390955808583,0.8479144372436069,0.48527131217549013,1
LEC,HAM,1.0186265727535,2.0619685994256667,-9,0,0.4178171782723678,0.6096687110837724,0.6444534730885721,0
VER,SAI,0.3484002772575896,18.761479264382395,-8,0,0.29644050075559286,0.8189341612421311,0.7870732667314083,0
SAI,VER,0.8630376864557137,9.54055732472984,15,0,0.7498609441976494,0.4652070842732264,0.6030985155306442,0
LEC,NOR,1.4785376353343114,5.915354744219153,13,1,0.3742711718443606,0.2195490068146354,0.7102783218771833,0
SAI,HAM,1.4123432930959665,9.502220866736366,19,1,0.18919015027102556,0.8439484752592685,0.7122164192935656,0
NOR,NOR,0.16044323011581635,7.917459630656694,11,0,0.5563275931229134,0.4669640925340306,0.3850091590343673,0
LEC,SAI,0.33074074202121195,13.969406343933128,-1,0,0.565251363550391,0.2453051375030575,0.31926655651279656,0
NOR,HAM,0.28442028283638665,2.0624016493213064,-2,1,0.6717565401885874,0.3419165922431378,0.7409312537401269,1
VER,LEC,1.1163718739794137,3.8262597900075597,15,1,0.29217554656670847,0.1406420717511538,0.4017430334273948,0
VER,NOR,1.244899461799723,17.352357563331267,9,0,0.4550170712737961,0.47464047316510816,0.8226688052181642,0
LEC,HAM,0.39891591283494066,18.661412828760138,-3,0,0.32589433523412503,0.7825025375281893,0.1557525573840957,0
LEC,NOR,0.8081937701325606,17.31395568716186,-1,0,0.1647629888925505,0.8468643648053515,0.14657400966027173,0
SAI,HAM,1.2769842392156798,5.48619984893284,8,1,0.8012910616127134,0.8460817660029151,0.8416033280811267,0
SAI,VER,1.1259221626727507,14.509137575172042,-8,1,0.683095843590673,0.2001840205029974,0.618763931345148,1
NOR,NOR,0.8591320876885875,6.90839333252747,13,1,0.34117044756704057,0.4056431060088456,0.40367948515866586,0
LEC,LEC,0.926486766642282,7.438496303652554,-6,1,0.5794983942975891,0.1225830077205651,0.7040483318529462,0
VER,LEC,0.8117047656827919,0.11700272643209886,-8,1,0.26101103050757796,0.7841322759771783,0.6378614479949131,0
SAI,SAI,0.5165678318463488,9.778257581462912,15,1,0.8121892974366167,0.38700460961701905,0.524960837455677,1
SAI,HAM,0.8910307900026225,-0.34660255616630165,16,0,0.19192507468952824,0.6048936223137878,0.1790986741301211,0
VER,NOR,1.0644394228701268,3.289117476679844,5,0,0.10306971640624073,0.6719187504618309,0.7497436698342013,0
SAI,SAI,1.3226520822051306,16.37575504049838,6,1,0.5016065581913457,0.44387573579452433,0.7928185525444998,1
NOR,NOR,0.9908078955709473,0.17689523027138054,4,0,0.5665022587622954,0.3451538692401944,0.2377349508421193,0
LEC,HAM,1.1655701518604211,-3.2210428706641796,-8,1,0.5631722562366436,0.8697703280927558,0.7804093215816534,0
VER,LEC,0.3241002889364022,-3.2748101846795925,1,0,0.14360954195026104,0.8715905800190834,0.8022778488132514,0
LEC,VER,0.7461804641877058,18.519613012577697,-2,1,0.351235045534746,0.3315490944240176,0.5395428898308129,1
SAI,LEC,0.11306426775793062,7.673010949045866,10,0,0.4993591574730655,0.4837000773955665,0.6249432289781497,0
SAI,SAI,0.44535041033027223,5.235301795425459,1,0,0.27326334850179274,0.8782753269280179,0.4057898560115931,0
VER,VER,1.1170464011582066,15.27196452519796,15,1,0.7981007083887172,0.10389472612440259,0.3254333180074128,0
NOR,SAI,1.4885339318891087,15.8956481977629,4,1,0.16968743156914723,0.4301425987033194,0.6775865175613158,1
HAM,HAM,0.23884933942210226,3.304775827890115,-9,0,0.4899075533376343,0.18036603974477475,0.7895001192126466,0
VER,VER,0.6620920422058035,12.34045143684488,12,0,0.6531328460105217,0.5073263724500822,0.623262042364598,0
HAM,SAI,1.2200993561788231,14.278070396297164,7,1,0.309400880107586,0.11973596363238972,0.5092724885172394,1
HAM,HAM,0.3856498884804584,11.366267171648863,9,0,0.5993925895980146,0.4255187451125023,0.22713981347533727,0
NOR,LEC,0.8771189290232007,-1.2101231299975157,1,1,0.7635081201138997,0.2765592598282681,0.14276697008385453,0
HAM,HAM,1.1262998144415446,16.897077087926426,12,1,0.25226958007603806,0.5266466899669927,0.4565534321973972,0
HAM,NOR,0.9623796303642506,8.477363818400217,-7,0,0.8337764734598903,0.8967949192805598,0.13947965095793702,0
NOR,HAM,0.36323462846158255,2.061810659250092,12,1,0.5428468261298864,0.7404288841013982,0.5554677055257801,0
HAM,HAM,0.5975383961600351,5.630704635942348,5,0,0.33938560344084845,0.7765136732995371,0.40618335305421704,0
HAM,NOR,1.197308498279556,-4.060722740027315,12,0,0.4446866203058166,0.6082119898872648,0.7057512957455756,0
HAM,SAI,0.8759171197848232,-1.803329969439561,5,1,0.3497535070291104,0.13324787861780685,0.34451879746894676,0
VER,SAI,0.10732145896007783,14.138668762896522,-10,0,0.6800889279466529,0.2654381408353153,0.5743861607739457,0
VER,HAM,1.1653870640393313,-4.999709131115846,11,1,0.7370405307321057,0.8400516451576441,0.5301468174040804,0
VER,NOR,0.1494358969163347,5.414145712057304,14,1,0.7663499138549289,0.392890494343001,0.10376994041779293,1
NOR,NOR,1.144027295823725,8.062754527139711,-9,1,0.888614599668593,0.18290938118463648,0.15791151861144828,0
SAI,LEC,0.38347278423133235,-3.6341394999756926,19,0,0.7330274339973468,0.6619242926929616,0.33229456998881646,0
HAM,SAI,1.4413028721671322,19.326954074308322,-8,1,0.5811072565508507,0.3395661791474037,0.8057880648166121,1
HAM,VER,0.6151170518229182,0.6531332812417984,15,0,0.37137623871342706,0.31508553032333736,0.21761196391982285,0
NOR,SAI,0.5577042628733108,2.6049679909070216,10,1,0.5356763589685996,0.8983819644466083,0.6687154643684333,0
HAM,SAI,0.3084432704654225,2.5985628063756834,14,1,0.13285453823232435,0.7865111400213235,0.8786932529218299,1
VER,LEC,0.5278459016863009,0.7604165529337475,9,1,0.6958600604239304,0.42635025469427285,0.7324540421529242,0
SAI,VER,1.3273110665594807,-4.963154447842214,6,0,0.45676443607368145,0.8842089662531993,0.29435628934963515,0
LEC,LEC,1.4948680726781463,13.233619852199908,9,0,0.1160185837857501,0.620090578735371,0.8266922083304653,0
HAM,VER,0.6156333427095877,19.171137494982133,11,1,0.15000555320832865,0.6936179615038083,0.17448572520671207,0
VER,HAM,0.7280548833363596,0.6073370821261265,10,1,0.40997317105740533,0.12521043446576927,0.47451355349658864,0
LEC,VER,1.1108993134838319,11.57617979508556,19,0,0.5667372152147481,0.1972842074784457,0.810033526181131,0
SAI,LEC,1.3406740926511043,13.547408173967877,18,0,0.47136315916170135,0.6064681011969908,0.6130125674054958,0
LEC,SAI,0.9302620678614978,16.210634477263117,-10,0,0.5953634538337239,0.8192191861195872,0.43091565178215907,0
VER,VER,0.648135977448961,5.565729925340229,9,1,0.48423540703308465,0.5989949808700765,0.33425029338973505,1
LEC,VER,0.6776705771880732,2.573272641010731,-5,0,0.6293630763850775,0.20721991545519344,0.40007952425467996,0
NOR,NOR,1.0738654050955296,3.132378350575778,18,1,0.2753008517366407,0.19260803699705972,0.507153424807429,0
LEC,SAI,0.10450556904599016,12.815533327462822,4,0,0.19027454974689714,0.7753487166592654,0.35523514389824595,0
HAM,HAM,0.967425072443777,15.419486662640901,15,1,0.577147163700528,0.21144187096633146,0.8751742896658398,1
HAM,LEC,0.5976902146179003,-0.4596508060849336,15,1,0.487751613549046,0.5161855684032204,0.8464621224529161,0
NOR,HAM,1.211876263787918,4.27352520394413,3,1,0.12149412323594824,0.12969065596984183,0.7965371745714567,0
VER,SAI,0.23018689575238502,17.548504918728753,9,0,0.4043855083944287,0.16453581391294192,0.43746386841812274,1
HAM,VER,0.9234831737277467,15.16733799236848,4,0,0.1849004683927964,0.6378786141142919,0.6530414154681832,0
SAI,VER,0.7733620458405732,19.621460069061897,3,0,0.5250854654021562,0.6513451283420134,0.8222634456287717,0
HAM,SAI,0.9992557362673183,13.856206492052019,14,1,0.4166221437283446,0.3731755252867539,0.7803435901431425,0
HAM,VER,0.19079503227615568,4.829880025698056,10,1,0.5905215288824144,0.2724878121944358,0.43146161121616616,1
VER,VER,0.9119773023993838,9.765945849865943,13,0,0.7444817750161907,0.7509682166058465,0.18990883945780856,0
LEC,VER,0.8860784231433332,11.525356356183007,14,1,0.3397349470731927,0.2736825835759123,0.16050429106763958,0
HAM,LEC,0.8849241321826392,-3.038604592071901,15,1,0.869681683332022,0.5336216557331038,0.5616512361805621,0
NOR,LEC,0.9448827332350367,8.612423977596627,-6,1,0.5285076004700596,0.8745670726903244,0.6141023481687453,1
LEC,NOR,1.0470551121169072,12.73302071181524,-5,0,0.5946326390038305,0.21828195028990705,0.7798740836776193,0
SAI,HAM,1.2269845995530777,-0.8169673999734905,6,1,0.6445378985805896,0.8527010139957671,0.33401201627282484,0
VER,SAI,0.47774900817950006,14.51579293563893,0,0,0.6333852238860719,0.24631444245493495,0.233976392440034,0
SAI,SAI,1.2550691742520867,9.59431951285279,5,0,0.5087765944360497,0.5539545664185836,0.4032046665425596,0
LEC,SAI,0.797557955168835,18.805544642439866,1,0,0.4430114328917468,0.4016061695669957,0.38286009890582007,0
LEC,NOR,0.20788159078806362,-3.9394425448277075,4,0,0.14302557134190233,0.8719428812014608,0.2059751632142838,0
LEC,LEC,0.18197130094157088,1.6331534388866742,12,0,0.11766867624094379,0.31883362320154957,0.6378261220105217,0
SAI,NOR,0.567933646174485,10.038846982495603,-7,1,0.38636895562621176,0.4197264016686029,0.5069535525835008,1
LEC,SAI,1.1988557679560545,2.4139978051482673,16,0,0.36692871250695414,0.8862880942843364,0.6768982048918131,0
SAI,HAM,1.090753308637282,12.860604101781055,7,0,0.4101561238712054,0.5291763129507786,0.3821528961357878,0
LEC,VER,1.2040609505413689,13.975132063048274,10,0,0.21069456071055204,0.5021040924970028,0.3605617692621619,0
NOR,LEC,0.8241766790182531,-2.4371008983381386,17,1,0.690534616429475,0.30622279056319307,0.47806068243508454,0
LEC,LEC,0.7162785971376867,7.846361605169193,-8,1,0.7855715318209913,0.6610908482483532,0.8019258763161177,1
SAI,NOR,0.30643353738879753,7.722263889776397,11,1,0.8509717082992281,0.11149836142222212,0.13222504538718427,1
HAM,LEC,0.5594698550530361,4.2320192553885265,-3,1,0.4938898428157007,0.13961010376183483,0.7438662538371776,0
LEC,SAI,0.7076271126434254,18.323121564241802,12,0,0.660692559300343,0.5794868697086422,0.3951900901262052,1
HAM,SAI,0.22404060155146413,15.68765799683053,-8,0,0.784440898748698,0.3733396590547633,0.7836952206307822,0
NOR,NOR,0.40885673379569576,12.43023454774092,-3,1,0.4346328888747888,0.8626530977607685,0.7417624070686852,1
VER,SAI,0.9375154116892342,12.858165893374938,7,1,0.3475302358963555,0.8225525525782286,0.3790089979168707,0
NOR,HAM,1.1299283599348657,6.542903595327977,-1,1,0.8493796446827921,0.6709650069413658,0.6551012282572928,1
LEC,NOR,1.4976865159501294,18.024863027414398,14,1,0.5125412408616585,0.7545164649022411,0.2277062054187521,0
HAM,HAM,1.4063586638809806,12.364885681332135,9,0,0.49780310927270244,0.6338654797341547,0.8170252417310304,0
HAM,VER,0.9995912793492681,13.224526541395411,6,1,0.24273287725079662,0.20046568216812855,0.42359285156152754,0
SAI,HAM,0.6897472746117008,16.54227259468363,-3,1,0.1865240116586854,0.7124346957513622,0.4645004922841602,0
HAM,VER,0.9906483105915258,1.851789733554775,12,1,0.7736854899868093,0.26815357497507714,0.664607240829588,0
SAI,VER,1.1999122653123246,15.176772596667575,0,1,0.5913065409500144,0.3587542840801574,0.7566721893638808,0
VER,HAM,0.26567066729274225,-0.11898492608769906,18,1,0.360659667215559,0.7553873696819362,0.2890741946625677,0
LEC,NOR,0.6738668455748035,3.633548806122196,-6,1,0.2533889739122132,0.5292204867147586,0.6290801119015964,0
SAI,SAI,1.275723199889864,3.3902613567460675,15,1,0.5443978241357051,0.7879525713467275,0.41359843511131883,0
VER,SAI,0.6373661327062616,19.463136709728513,2,0,0.5671354314089083,0.27042825587461133,0.3949623392031691,0
HAM,VER,0.9006211797180611,16.41343059369817,10,0,0.26559488099604656,0.5862227508855098,0.6520206591525238,0
HAM,VER,0.9228771052070774,12.529246539756492,12,0,0.7811245983131792,0.1670327780386093,0.4097466193247475,0
VER,NOR,0.3582667543870951,13.176419040384753,-6,0,0.16741149292468088,0.6144487948320237,0.37688680013152615,0
HAM,LEC,0.6071296183132037,9.051819860064278,13,0,0.38487446813313736,0.7100272302204278,0.768710726500994,0
VER,HAM,0.568315804238705,18.67726667771298,16,0,0.6443075310100177,0.5679447151829774,0.18102089906480512,0
SAI,VER,0.13667539194489073,7.406468822059039,2,1,0.31929629105536056,0.3129852011990482,0.6407140982641686,1
SAI,SAI,0.13386846944789735,4.512942746747363,-5,1,0.7621401558250175,0.1250741350870934,0.2989803150324997,1
VER,NOR,1.2643758611460827,-0.924116576710225,18,0,0.6918942612803228,0.19555910717142863,0.11239859346095225,0
SAI,HAM,0.48229913396193735,14.655141306526449,-6,1,0.7312182756385074,0.597842383259221,0.23341141509815364,1
SAI,NOR,0.8253102727343415,13.361098301889786,-2,0,0.19528522870137302,0.847536173474011,0.5853292238206942,0
SAI,HAM,0.5182158030242823,4.608875963103372,16,1,0.21243770239643434,0.2652275231776051,0.66730175318875,0
NOR,HAM,1.4169509431614766,-4.370164651019266,5,1,0.32917899019566693,0.688020919284079,0.11684622684505604,0
LEC,VER,0.46301546241208325,15.974933192950267,-9,1,0.5144617321580489,0.7931608505992332,0.12914035464137613,1
HAM,NOR,0.701519537834509,-4.714550413648159,-10,1,0.698412861359522,0.5167057427580088,0.8220336918743625,0
NOR,NOR,1.3218223506784426,12.592494490726274,-3,1,0.7692247126087228,0.6354126366749262,0.15864465449097587,0
SAI,SAI,1.278706993508532,19.256427743151427,17,1,0.6634682527657444,0.7520122533409186,0.815345726893257,1
VER,SAI,0.36054198498478823,5.941533203705086,8,0,0.8428775052245108,0.3085401261924749,0.2825327310007246,0
SAI,VER,1.2237006337139946,0.874335124898819,19,0,0.6909948076927442,0.3375165394144344,0.6920142401265703,0
LEC,VER,0.7414616414330497,12.621775251084543,0,1,0.3450143096036918,0.10050201330276494,0.34778659915680965,0
SAI,LEC,0.7761564209194972,15.428203550389629,17,0,0.31206502747085807,0.8704753047182421,0.7870016204873471,0
VER,SAI,0.2868719613823213,8.660757901946182,1,1,0.6569539602408719,0.8340359156770759,0.6603638923394863,1
LEC,HAM,0.2128421192599745,19.175881881403654,1,0,0.25429645495169145,0.7116546110075443,0.42145076688135613,1
SAI,NOR,1.1191150297632713,-3.7082819585509723,-4,1,0.17417184864821592,0.1632608167813185,0.16104196333926366,0
LEC,VER,0.7950456132974196,7.6198899576132035,15,0,0.5257782998849552,0.45800231175960654,0.6861601470966456,1
HAM,NOR,0.7115909836612514,12.961348683063752,2,1,0.7573132558231643,0.18151340317724227,0.5935078047721453,1
HAM,NOR,1.1213115201133554,16.566011778729475,16,0,0.18110387397589084,0.11273621381023889,0.102329374267031,0
SAI,LEC,1.1717180585875535,-0.5186097023052488,-3,1,0.7335130590365835,0.5929463721700778,0.10753588477795627,0
LEC,SAI,0.322471434737095,15.000087044092036,18,0,0.7492576034812385,0.8686635336641508,0.7470343785541552,0
VER,VER,0.9543152092686977,8.817676892963632,18,1,0.4858192000652348,0.8222944187457202,0.3075197910414831,0
SAI,NOR,0.2894957151887597,4.91384204974908,11,1,0.14584824800838944,0.6574038519483235,0.6089069341824526,1
HAM,VER,1.151925120440664,-1.707124285522661,17,1,0.23967188099774914,0.17731246733189715,0.463371535812198,0
HAM,HAM,1.0197372187739953,16.63239397272281,15,0,0.6659410201295459,0.31933123013784015,0.7907440116174138,1
SAI,LEC,1.4392604695168412,-1.0681697955071163,19,0,0.6694223559927597,0.3560453815082328,0.8335688904819909,0
LEC,HAM,0.19654122289898965,2.744696480227481,-2,0,0.8186842201341323,0.710520046196449,0.8974461701430833,0
HAM,VER,0.17987660961175606,2.251138299060922,-4,1,0.5661489172436663,0.7417993433880913,0.22294730864579748,1
LEC,VER,0.49506190457048016,16.78535085477136,15,0,0.19928589417102194,0.40808489839193635,0.7903712371803804,0
HAM,SAI,0.4663879572302683,11.81757485522245,10,1,0.19713192440397773,0.43430719729408773,0.3128171013830414,0
HAM,NOR,0.44577031870079975,14.917034929784307,13,0,0.676905885885459,0.13560723142093709,0.5726526999164062,0
NOR,NOR,1.3687564127294514,1.2616974698124745,4,0,0.24702773208632092,0.3313093747350088,0.5046182670953687,0
HAM,HAM,0.44936467978930855,10.621852490174973,-9,0,0.3627083996932843,0.461028141742112,0.11439050525791013,0
VER,LEC,0.4807296165800834,9.293649578593717,12,0,0.4897696055375311,0.19358643710820608,0.8462170239248759,0
SAI,NOR,1.163157567385149,15.820759419706777,9,1,0.11981190206092096,0.4626139686040171,0.16266164411937478,0
SAI,SAI,0.729635779430756,17.652176512031513,14,0,0.2990552216159455,0.7825406498062404,0.6505751355261887,0
LEC,HAM,1.1873947797372537,-4.69608071306533,1,0,0.4263116868058241,0.5650568157800427,0.7280054689666097,0
HAM,HAM,0.19151262059013935,11.850497976469816,-10,1,0.323709054794565,0.16314388403072988,0.7362302792381474,1
VER,SAI,0.782599671142738,-3.7041050220067744,12,1,0.20909626197405268,0.2533370550642195,0.20839561514307584,0
LEC,LEC,0.1470590402565957,8.721466626933898,11,0,0.6824098062369579,0.479635480126845,0.4580559604063777,1
NOR,SAI,0.18771448483749634,2.190818226091955,-3,0,0.750518124134388,0.38918971985744966,0.7635430963471839,0
LEC,LEC,1.3690124346821753,2.6694149880535303,-6,1,0.3059831809149799,0.38698161563687905,0.34214336830300374,0
LEC,SAI,0.2949435195646332,3.823962586308914,4,1,0.7195355956850427,0.5234139585148722,0.47419894029973086,0
HAM,SAI,0.8453889551853039,10.532311226240253,-10,1,0.4084428515210511,0.5675167372715659,0.31823511415987665,0
NOR,VER,0.6755338436409891,3.3512491417192303,-10,0,0.5053486326832023,0.737489256220953,0.47084113430825936,0
LEC,HAM,0.5862806567623797,13.31747626475701,14,0,0.7848008599145223,0.37277325076998774,0.8102703380743042,1
VER,SAI,1.3597666839621814,5.113184639346742,-1,0,0.6999629454419263,0.7443730264324695,0.4640993848262156,0
VER,SAI,0.13055275548568532,-3.2911699922510347,11,1,0.7440934810529423,0.37088898329010606,0.5447296136594563,1
SAI,NOR,1.0293055606458246,14.593996062102681,-1,1,0.20947613326908546,0.14434639115298706,0.4231810266424669,1
NOR,HAM,1.4487522078989705,2.14395811481765,10,1,0.1557755406669836,0.5433501208038329,0.46809374656266045,0
NOR,NOR,0.8842354568465787,5.819171989981566,4,0,0.8147237832703897,0.5703218599158516,0.11213935923713736,0
SAI,HAM,1.4115514468463284,12.136097080547538,6,1,0.4102674156568755,0.8476321964974881,0.3269964079683648,0
LEC,NOR,0.17316103100043329,3.3114039287178003,11,0,0.3303037424557447,0.6808490608499795,0.44926537739345956,0
NOR,SAI,0.6863106467038259,-3.5853585963321093,-5,1,0.6797570034094597,0.8342181219955517,0.6070375807941831,0
VER,SAI,0.4642209073468716,4.3480261753203395,-8,0,0.7691324772638853,0.8266777681944077,0.46004154444311374,0
VER,VER,1.1231493509730217,18.611214567357585,2,0,0.7899916975186407,0.5836592882065937,0.37025363465725125,0
HAM,NOR,1.4738159266961453,11.043359932463956,5,1,0.3527977129001819,0.522209652269158,0.41047898827532575,0
NOR,LEC,0.4591420874219469,11.786978716680172,-3,0,0.7817699129613392,0.5459527737308799,0.2938346633603732,0
LEC,VER,1.0158444420637043,10.807053840940997,19,1,0.13274715549947633,0.8826646461417983,0.8395954262192423,0
SAI,NOR,0.37733668586363617,-0.02519652601408018,4,0,0.1397291931677751,0.7185341533975671,0.5173945806327317,0
SAI,NOR,0.8914623564002538,5.458346602557003,6,1,0.5988153561393236,0.18501272383391668,0.11072756309769849,0
LEC,VER,0.7495054813636707,13.773494959082957,6,1,0.150485095292437,0.72274272542512,0.11555700673563729,0
HAM,SAI,1.4608074614841517,-2.465677561171021,11,0,0.35968733480812926,0.23643043911858072,0.8783693079616333,0
SAI,NOR,0.9519381817750532,1.9463194022428065,15,1,0.6382047889975393,0.45788043920450056,0.277160713098596,0
NOR,SAI,0.5893089209215463,1.9079777116463403,2,0,0.3698135168433811,0.2683677377412274,0.7444866310514517,0
HAM,VER,0.2597340988431067,5.80047318986265,6,1,0.24367982515207676,0.6516664524265838,0.1466202412484596,1
NOR,SAI,0.31174556022890837,19.509218523554626,-5,1,0.3250804974830733,0.8018477889544285,0.8369301893556393,1
VER,HAM,0.41544370193172914,-3.3124363329044515,6,1,0.46606026580034543,0.3322895082933448,0.7995336029333427,1
HAM,LEC,0.4513533258764172,7.967524859514875,5,1,0.48030868428438594,0.16560859296655012,0.5568745299476118,0
SAI,NOR,1.2908624809775928,-0.5158829496947387,3,0,0.7264001850777616,0.3387944784599706,0.10719892582660462,0
HAM,LEC,0.8857119035955349,19.266913635243604,2,1,0.7001225835452101,0.6378894863457556,0.3062486992186701,1
HAM,SAI,0.832747275924113,-2.167412381813395,-5,1,0.46545424364490817,0.36300810204356,0.42545811791877197,0
HAM,NOR,0.26067642061690444,5.090025059039781,-8,0,0.7765338792790172,0.32248973404304276,0.4680512933980494,0
HAM,SAI,1.3041955706892088,13.447124620865155,3,0,0.19138971087311668,0.24754815246741196,0.3381430068498976,0
NOR,HAM,1.1119400244918771,12.613860700686132,3,0,0.3042826801831212,0.49801314149954684,0.12635829459642398,0
VER,VER,0.19473570666000223,5.5682159223483065,4,0,0.7623811708018012,0.3207590625257501,0.5721019247412337,0
LEC,NOR,1.090969136121676,3.6631041988179556,-3,0,0.4023952309009225,0.6848082793115866,0.5193237341558048,0
HAM,HAM,0.8609535042797044,4.940309463821764,18,0,0.8849452470350738,0.1612979215937622,0.3264005083432622,0
SAI,HAM,0.21441548404548955,1.606906578965982,4,1,0.4730026252222683,0.6312264264890541,0.13038077405568524,0
HAM,NOR,0.741620898140119,0.13332346766999514,11,0,0.7335484983710113,0.2900480116542159,0.8956753497775521,0
SAI,SAI,0.7785748019820657,7.07599243897225,18,1,0.42184563310589757,0.49142340884128255,0.48558894946112474,0
NOR,HAM,0.33208435622858606,1.713343901690183,16,0,0.43996281524994435,0.3288719376250085,0.7048033934192617,0
SAI,LEC,1.4239774058003951,2.186541622431253,2,1,0.40630651782734684,0.6782149408086365,0.46185122804106843,0
LEC,HAM,1.2899655200729265,11.418901586863926,6,1,0.6752604964086495,0.8562456322013094,0.13453623269035317,0
VER,SAI,1.0366312722607516,19.213433292497307,10,1,0.5380143072479956,0.8336614235758506,0.34768059606840007,1
SAI,SAI,0.74721378540085,10.090930013984377,13,0,0.8550224890946954,0.5667409721152729,0.35608811280472097,0
